UKFoodCode	FoodName
12-117	"Cream, fresh, clotted"
12-114	"Cream, fresh, soured"
12-112	"Cream, fresh, half"
12-333	"Cream, fresh, whipping"
12-334	"Cream, fresh, double, including Jersey cream"
12-118	"Cream, frozen, single"
12-119	"Cream, frozen, whipping"
12-451	Peach melba
12-390	"Lollies, containing ice-cream"
12-391	"Ice cream bar, chocolate coated"
12-392	"Ice cream, dairy, premium"
12-393	"Sorbet, fruit"
12-411	Chocolate nut sundae
12-447	Banana split
12-448	"Ice cream, with cone"
12-450	Kulfi
12-207	"Ice cream, non-dairy, flavoured"
12-389	"Lollies, with real fruit juice"
12-449	"Ice cream, with wafers"
12-387	"Ice cream, dairy, vanilla"
12-386	Cornetto type ice cream cone
12-385	Frozen ice cream desserts
12-384	Choc ice
12-213	Knickerbocker glory
12-212	Ice cream wafers
12-198	Arctic roll
12-208	"Ice cream, non-dairy, mixes"
12-205	"Ice cream, dairy, flavoured"
12-209	"Ice cream, non-dairy, reduced calorie"
12-388	"Ice cream, non-dairy, vanilla"
12-340	"Elmlea, single"
12-343	Tip Top dessert topping
12-341	"Elmlea, whipping"
12-898	Simply Double dessert topping
12-897	"Non-dairy cream, UHT, canned spray"
12-129	Smatana
12-899	Soya dessert topping
12-342	"Elmlea, double"
12-906	"Reduced fat yogurt, frozen"
12-191	"Low fat yogurt, muesli/nut"
12-904	"Low fat yogurt,hazelnut"
12-905	"Low fat yogurt, toffee"
12-439	"Complan powder, savoury, made up with water"
12-446	"Milk shake powder, made up with skimmed milk"
12-440	"Complan powder, sweet, made up with water"
12-438	"Cocoa powder, made up with skimmed milk"
12-441	"Complan, sweet, made up with whole milk"
12-442	"Complan, sweet, made up with semi-skimmed milk"
12-443	"Complan, sweet, made up with skimmed milk"
12-445	"Milk shake powder, made up with semi-skimmed milk"
12-104	Milk shake powder
12-444	"Milk shake powder, made up with whole milk"
12-436	"Cocoa powder, made up with whole milk"
12-435	"Bournvita powder, made up with skimmed milk"
12-433	"Bournvita powder, made up with whole milk"
12-102	"Microdiet powder, made up with water"
12-101	Microdiet powder
12-082	Cocoa powder
12-081	"Cambridge Diet powder, made up with water"
12-080	Cambridge Diet powder
12-437	"Cocoa powder, made up with semi-skimmed milk"
12-434	"Bournvita powder, made up with semi-skimmed milk"
12-052	Cow & Gate Plus
12-059	"SMA, White Cap, reconstituted"
12-058	White Cap SMA
12-057	"Milumil, reconstituted"
12-056	Milumil
12-055	"Farley's Oster Milk Two, reconstituted"
12-053	"Cow & Gate Plus, reconstituted"
12-054	Farley's Oster Milk Two
12-329	"Sheeps milk, raw"
12-331	"Soya, non-dairy alternative to milk, unsweetened"
12-330	"Soya, non-dairy alternative to milk, sweetened, calcium enriched"
12-038	"Human milk, colostrum"
12-886	"Organic semi-skimmed milk, pasteurised"
12-039	"Human milk, transitional"
12-328	"Goats milk, pasteurised"
12-040	"Human milk, mature"
12-193	"Yogurt, drinking"
12-907	"Virtually fat free/diet yogurt, fruit,twin pot"
12-908	"Fromage frais, fruit, children's"
12-326	"Flavoured milk, pasteurised"
12-327	"Milkshake, thick, takeaway"
12-036	"Whey, dried"
12-887	"Coffee compliment, low fat"
12-888	"Coffee whitener liquid, with skimmed milk and non milk fat"
12-889	Coffee whitener with glucose syrup and vegetable fat
12-894	Tea whitener powder
12-325	"Flavoured milk, pasteurised, chocolate"
12-032	Dried whole milk
12-324	"Evaporated milk, light"
12-031	"Dried skimmed milk, with vegetable fat"
12-030	Dried skimmed milk
12-029	"Condensed milk, whole, sweetened"
12-028	"Condensed milk, skimmed, sweetened"
12-027	Coffeemate
12-026	Coffee Compliment
12-023	Buttermilk powder
12-022	Buttermilk
12-035	Whey
12-033	"Evaporated milk, whole"
12-407	"Rice pudding, canned, low fat"
12-398	Chocolate dairy desserts
12-399	"Custard, ready to eat"
12-400	"Mousse, chocolate"
12-401	"Mousse, chocolate, low fat"
12-402	"Mousse, fruit"
12-403	"Pavlova, no fruit"
12-404	"Pavlova, with fruit and cream"
12-397	"Creme caramel, retail"
12-406	"Rice pudding, canned"
12-250	"Trifle, frozen"
12-409	"Trifle, fruit, retail"
12-405	Profiteroles with sauce
12-396	"Cheesecake, fruit, individual"
12-395	"Cheesecake, frozen"
12-394	Banoffee pie
12-878	"Trifle, chocolate, individual "
12-913	"Fruit fool, individual"
12-240	"Jelly, made with skimmed milk"
12-239	"Jelly, made with semi-skimmed milk"
12-238	"Jelly, made with whole milk"
12-237	"Jelly, made with water"
12-233	Instant dessert powder
12-232	"Fruit fool, homemade"
12-228	Dream Topping
12-412	"Custard, made up with whole milk"
12-914	"Mousse, reduced fat"
12-426	"Dream Topping, made up with semi-skimmed milk"
12-408	"Torte, fruit"
12-454	"Custard, egg"
12-453	"Crème caramel, homemade"
12-452	Blancmange
12-432	"Trifle, with Dream Topping"
12-431	"Milk pudding, made with skimmed milk"
12-430	"Milk pudding, made with semi-skimmed milk"
12-429	"Instant dessert powder, made up with skimmed milk"
12-427	"Instant dessert powder, made up with whole milk"
12-425	"Dream Topping, made up with skimmed milk"
12-424	"Dream Topping, made up with whole milk"
12-423	"Custard, made up with skimmed milk"
12-422	"Cheesecake, homemade"
12-421	"Custard, confectioners'"
12-417	"Trifle, homemade"
12-416	"Milk pudding, made with whole milk"
12-415	"Meringue, with cream"
12-414	Meringue
12-413	"Custard, made up with semi-skimmed milk"
12-428	"Instant dessert powder, made up with semi-skimmed milk"
12-271	Cheese sauce packet mix
12-457	"Raita, yogurt and gram flour"
12-459	"Welsh rarebit, wholemeal"
12-458	Welsh rarebit
12-455	Cheese and potato pie
12-302	White sauce packet mix
12-276	"Macaroni cheese, canned"
12-456	Cheese pudding
12-418	"Semi-skimmed milk, pasteurised, summer"
12-419	"Semi-skimmed milk, pasteurised, winter"
12-314	"Semi-skimmed milk, UHT"
12-313	"Semi-skimmed milk, pasteurised, average"
12-312	"Semi-skimmed milk, average"
12-010	"Semi-skimmed milk, pasteurised, fortified plus SMP"
12-307	"Skimmed milk, pasteurised, average"
12-308	"Skimmed milk, pasteurised, summer"
12-309	"Skimmed milk, pasteurised, winter"
12-310	"Skimmed milk, UHT"
12-311	"Skimmed milk, sterilised"
12-306	"Skimmed milk, average"
12-065	"Prosobee, reconstituted"
12-067	"Wysoy, reconstituted"
12-064	Prosobee
12-066	Wysoy
12-062	Formula S Soya Food
12-061	"Farley's Oster Soy, reconstituted"
12-060	Farley's Oster Soy
12-063	"Formula S Soya Food, reconstituted"
12-120	"Cream, sterilised, canned"
12-339	"Cream, dairy, UHT, canned spray, half fat"
12-121	"Cream, UHT, half"
12-122	"Cream, UHT, single"
12-123	"Cream, UHT, whipping"
12-338	"Cream, dairy, UHT, canned spray"
12-051	"Gold Cap SMA, reconstituted"
12-050	Gold Cap SMA
12-049	"Farley's Oster Milk, reconstituted"
12-048	Farley's Oster Milk
12-047	"Cow & Gate Premium, reconstituted"
12-046	Cow & Gate Premium
12-044	Aptamil
12-045	"Milupa, Aptamil, reconstituted"
12-318	"Whole milk, pasteurised, winter"
12-320	"Whole milk, UHT"
12-319	"Whole milk, sterilised"
12-316	"Whole milk, pasteurised, average"
12-315	"Whole milk, average"
12-317	"Whole milk, pasteurised, summer"
12-186	"Whole milk yogurt, 'organic'"
12-187	"Whole milk yogurt, goats"
12-184	"Yogurt, whole milk, plain"
12-375	"Yogurt, whole milk, fruit"
12-420	"Yogurt, greek, sheep"
12-410	Tzatziki
12-383	"Yogurt, virtually fat free/diet, plain"
12-382	"Yogurt, virtually fat free/diet, fruit"
12-381	"Soya, alternative to yogurt, fruit"
12-380	"Yogurt, low fat, fruit"
12-379	"Yogurt, low fat, plain"
12-378	"Yogurt, infant, fruit flavour"
12-376	"Yogurt, greek style, plain"
12-374	"Yogurt, twinpot, thick and creamy with fruit"
12-373	"Lassi, sweetened"
12-372	"Fromage frais, virtually fat free, fruit"
12-371	"Fromage frais, virtually fat free, natural"
12-370	"Fromage frais, fruit"
12-369	"Fromage frais, plain"
12-377	"Yogurt, greek style, fruit"
12-323	"Breakfast milk, winter"
12-321	"Breakfast milk, pasteurised, average"
12-322	"Breakfast milk, summer"
13-849	Poppy seeds
14-877	"Peanuts, plain"
14-846	"Sunflower seeds, toasted"
14-847	Tahini paste
14-848	Tigernuts
14-849	Trail mix
14-867	Shanghai nuts
14-870	Almonds
14-871	Brazil nuts
14-872	"Coconut, creamed block"
14-873	"Coconut, desiccated"
14-874	Hazelnuts
14-845	Sunflower seeds
14-876	"Peanut butter, smooth"
14-882	Peanuts and raisins
14-878	"Peanuts, dry roasted"
14-879	Walnuts
14-880	Mixed nuts
14-881	"Marzipan, home-made"
14-883	"Almonds, weighed with shells"
14-803	"Almonds, toasted"
14-885	"Hazelnuts, weighed with shells"
14-886	"Peanuts, plain, weighed with shells"
14-887	"Walnuts, weighed with shells"
14-888	Mixed nuts and raisins
14-875	"Marzipan, retail"
14-816	"Coconut, fresh"
14-884	"Brazil nuts, weighed with shells"
14-804	Barcelona nuts
14-805	"Barcelona nuts, weighed with shells"
14-806	Betel nuts
14-810	Breadnut seeds
14-811	"Cashew nuts, plain"
14-812	"Cashew nuts, roasted and salted"
14-813	Chestnuts
14-844	Sesame seeds
14-815	"Chestnuts, dried"
14-819	Coconut cream
14-820	Coconut milk
14-839	Pine nuts
14-843	Quinoa
14-842	Pumpkin seeds
14-814	"Chestnuts, weighed with shells"
14-840	"Pistachio nuts, roasted and salted"
14-823	"Macadamia nuts, salted"
14-838	"Pecan nuts, weighed with shells"
14-837	Pecan nuts
14-835	"Peanuts, raisins and chocolate chips"
14-834	"Peanuts, roasted and salted"
14-830	"Peanut butter, wholegrain"
14-826	Melon seeds
14-841	"Pistachio nuts, roasted and salted, weighed with shells"
17-270	"Mushroom soup, cream of, canned"
17-287	"Wholesoup', canned"
17-284	"Vegetable soup, canned"
17-280	"Tomato soup, cream of, canned, condensed, as served"
17-279	"Tomato soup, cream of, canned, condensed"
17-272	"Oxtail soup, canned"
17-263	"Lentil soup, canned"
17-255	Consomme
17-252	"Chicken soup, cream of, canned, condensed, as served"
17-251	"Chicken soup, cream of, canned, condensed"
17-250	"Chicken soup, cream of, canned"
17-278	"Tomato soup, cream of, canned"
17-265	"Soup, low calorie, canned"
17-576	"White sauce, packet mix, made up with semi-skimmed milk"
17-567	"Bread sauce, made with skimmed milk"
17-568	"Cheese sauce, made with skimmed milk"
17-569	"Cheese sauce, packet mix, made up with skimmed milk"
17-571	"Onion sauce, made with skimmed milk"
17-573	"White sauce, savoury, made with skimmed milk"
17-575	"White sauce, packet mix, made up with whole milk"
17-528	"White sauce, savoury, made with semi-skimmed milk"
17-577	"White sauce, packet mix, made up with skimmed milk"
17-574	"White sauce, sweet, made with skimmed milk"
17-521	"Cheese sauce, made with whole milk"
17-530	"White sauce, sweet, made with semi-skimmed milk"
17-520	"Bread sauce, made with semi-skimmed milk"
17-529	"White sauce, sweet, made with whole milk"
17-522	"Cheese sauce, made with semi-skimmed milk"
17-523	"Cheese sauce, packet mix, made up with whole milk"
17-524	"Cheese sauce, packet mix, made up with semi-skimmed milk"
17-525	"Onion sauce, made with whole milk"
17-526	"Onion sauce, made with semi-skimmed milk"
17-527	"White sauce, savoury, made with whole milk"
17-519	"Bread sauce, made with whole milk"
17-603	Mulligatawny soup
17-598	French onion soup
17-607	"Vegetable soup, homemade"
17-606	Scotch broth
17-605	Potato and leek soup
17-604	Pea and ham soup
17-601	"Lentil soup, homemade"
17-555	"Carrot and orange soup, home made"
17-599	Gazpacho
17-600	Goulash soup
17-597	Bouillabaisse
17-602	Minestrone soup
17-517	Yeast extract
17-365	"Mustard, wholegrain"
17-367	Salt
17-369	"Stock cubes, chicken"
17-370	"Stock cubes, vegetable"
17-377	"Water, distilled"
17-378	"Yeast, bakers, compressed"
17-364	"Mustard, smooth"
17-515	"Stock cubes, beef"
17-514	Meat extract
17-379	"Yeast, dried"
17-311	"Gravy instant granules, made up"
17-516	Tomato puree
17-363	"Mustard, powder, made up"
17-310	Gravy instant granules
17-052	Ice Magic sauce
17-339	Vinegar
17-355	Baking powder
17-356	Bicarbonate of soda
17-357	Carob powder
17-358	Cream of tartar
17-359	Garlic puree
17-360	Gelatine
17-362	Mustard powder
17-298	"Curry sauce, canned"
17-335	"Sweet and sour sauce, canned"
17-354	"Relish, burger/chilli/tomato"
17-353	"Relish, corn/cucumber/onion"
17-347	Piccalilli
17-340	Worcestershire sauce
17-337	Tartare sauce
17-336	"Sweet and sour sauce, take-away"
17-513	Tomato ketchup
17-334	Soy sauce
17-323	"Pasta sauce, tomato based"
17-314	Horseradish sauce
17-295	"Cook-in-sauces, canned"
17-293	"Brown sauce, sweet"
17-289	Barbecue sauce
50-1173	"Tomato sauce, homemade"
17-319	Mint sauce
17-281	"Tomato soup, dried"
17-254	"Chicken noodle soup, dried, as served"
17-508	"Instant soup powder, dried, made up with water"
17-507	"Instant soup powder, dried"
17-286	"Vegetable soup, dried, as served"
17-285	"Vegetable soup, dried"
17-282	"Tomato soup, dried, as served"
17-273	"Oxtail soup, dried"
17-269	"Minestrone soup, dried, as served"
17-268	"Minestrone soup, dried"
17-253	"Chicken noodle soup, dried"
17-261	"Instant soup powder, calorie controlled"
17-262	"Instant soup powder, calorie controlled, as served"
17-274	"Oxtail soup, dried, as served"
17-349	"Pickle, lime, oily"
17-615	"Chutney, tomato, homemade"
17-350	"Pickle, mango, oily"
17-348	"Pickle, chilli, oily"
17-344	"Chutney, mixed fruit"
17-343	"Chutney, mango, sweet"
17-351	"Pickle, mixed vegetables"
17-352	"Pickle, sweet"
17-531	"Chutney, apple,  homemade"
17-512	Salad cream
17-511	"Mayonnaise, reduced calorie, retail"
17-510	"Mayonnaise, retail"
17-509	"Dressing, French"
17-538	"Dressing, French, fat free"
17-450	"Dressing, reduced calorie"
17-342	"Chutney, mango, oily"
17-327	"Salad cream, reduced calorie"
17-306	"Dressing, thousand island"
17-301	"Dressing, 'fat free'"
17-300	"Dressing, blue cheese"
17-299	"Dips, sour-cream based"
17-345	"Chutney, tomato"
17-451	"Dressing, tofu"
17-611	"Dressing, oil and lemon"
17-570	"Mayonnaise, homemade"
17-572	Raita
17-579	"Dressing, French, homemade"
17-580	Guacamole
17-581	"Sauce, tomato base, homemade"
17-608	"Apple sauce, homemade"
17-614	"Pasta sauce, white"
17-609	"Barbecue sauce, homemade"
17-610	"Hollandaise sauce, homemade"
17-612	"Dressing, yogurt, homemade"
17-613	"Mint sauce, homemade"
17-297	Curry paste
17-332	"Sauce, dry mix, made up"
17-292	"Brown sauce, hot"
17-331	"Sauce, dry mix"
17-291	Black bean sauce
17-294	Chilli sauce
17-296	Cranberry sauce
17-304	"Dressing, low fat"
17-308	"Dressing, yogurt-based"
17-330	"Sauce, dry, casserole mix, made up"
17-321	Oyster sauce
17-325	Redcurrant jelly
17-328	Sandwich spread
17-307	"Dressing, thousand island, reduced calorie"
17-329	"Sauce, dry, casserole mix"
17-315	Hot pepper sauce
17-542	"Minestrone soup, canned"
17-493	Kit Kat
17-098	"Truffles, mocha"
17-550	Twix
17-549	Snickers
17-548	Milky Way
17-547	Mars bar
17-546	Bounty bar
17-544	Creme egg
17-588	"Truffles, rum"
17-087	"Chocolate, diabetic"
17-492	Chocolate covered caramels
17-084	Chocolate covered bar with fruit/nut wafer/biscuit
17-086	"Chocolate, cooking"
17-088	"Chocolate, fancy and filled"
17-089	"Chocolate, milk"
17-091	"Chocolate, white"
17-096	Smartie-type sweets
17-491	"Chocolate, plain"
17-443	Wispa bar
17-453	"Chocolate, couverture"
17-122	"Turkish delight, without nuts"
14-862	Yogurt coated nuts and raisins
17-494	Cereal chewy bar
17-518	"Fudge, homemade"
17-593	"Turkish delight, with nuts"
17-589	Coconut ice
17-590	"Halva, carrot"
17-591	"Halva, semolina"
17-587	Peppermint creams
17-120	"Toffees, mixed"
17-107	Fruit gums/jellies
17-592	Nougat
17-117	Peppermints
17-116	Peanut brittle
17-114	Marshmallows
17-113	Liquorice shapes
17-108	Fruit pastilles
17-106	Foam sweets
17-104	Chew sweets
17-103	Cereal crunchy bar
17-101	Boiled sweets
17-112	Liquorice allsorts
17-119	Sherbert sweets
17-151	Wheat crunchies
17-557	Chevda/chevra/chewra
17-146	Punjabi puri
17-129	Oriental mix
17-127	Maize and rice flour snacks
17-126	Corn and starch snacks
17-145	Pretzels
17-558	Sev/ganthia
17-128	Mixed cereal and potato flour snacks
17-140	Potato and corn sticks
17-141	Potato and tapioca snacks
17-135	"Potato crisps, jacket"
17-147	Puffed potato products
17-139	"Potato crisps, thick, crinkle-cut"
17-137	"Potato crisps, square"
17-134	"Potato crisps, crinkle cut"
17-138	"Potato crisps, thick-cut"
17-150	Twiglets
17-497	Tortilla chips
17-142	Potato rings
17-495	Potato crisps
17-144	"Pot savouries, made up"
17-143	Pot savouries
17-131	"Popcorn, plain"
17-130	"Popcorn, candied"
17-132	Pork scratchings
17-125	Corn snacks
17-123	Breadsticks
14-807	Bombay mix
17-496	"Potato crisps, low fat"
17-556	"Icing, butter"
17-585	"Lemon curd, homemade"
17-586	"Mincemeat, vegetarian"
17-075	"Jam, reduced sugar"
17-070	Chocolate nut spread
17-583	"Icing, glace"
17-071	Fruit spread
17-072	"Jam, diabetic"
17-073	"Jam, fruit with edible seeds"
17-074	"Jam, stone fruit"
17-078	Marmalade
17-079	"Marmalade, diabetic"
17-080	Mincemeat
17-069	Chocolate spread
17-582	"Icing, fondant"
17-584	"Icing, Royal"
17-490	Lemon curd
17-053	"Ice cream sauce, topping"
17-068	"Treacle, black"
17-049	"Glucose liquid, BP"
17-051	Honeycomb
17-058	Jaggery
17-059	Molasses
17-060	"Sugar, brown"
17-066	"Syrup, golden, pouring"
17-062	"Sugar, icing"
17-063	"Sugar, white"
17-064	"Syrup, corn, dark"
17-067	"Syrup, maple"
17-065	"Syrup, golden"
17-061	"Sugar, Demerara"
17-050	Honey
13-104	"Pigeon peas, dahl, dried, raw"
13-105	"Pigeon peas, dahl, dried, boiled in unsalted water"
13-106	"Pinto beans, dried, raw"
13-107	"Pinto beans, dried, boiled in unsalted water"
13-108	"Pinto beans, re-fried beans"
13-110	"Red kidney beans, dried, boiled in unsalted water"
13-103	"Pigeon peas, whole, dried, boiled in unsalted water"
13-091	"Lentils, red, split, dried, raw"
13-109	"Red kidney beans, dried, raw"
13-102	"Pigeon peas, whole, dried, raw"
13-100	"Papri beans, raw"
13-098	"Mung beans, dahl, dried, raw"
13-097	"Mung beans, whole, dried, boiled in unsalted water"
13-096	"Mung beans, whole, dried, raw"
13-095	Miso
13-112	"Runner beans, raw"
13-093	"Lentils, canned in tomato sauce, re-heated"
13-121	"Tofu, soya bean, fu juk"
13-090	"Lentils, green and brown, whole, dried, boiled in salted water"
13-094	"Lilva beans, canned, drained"
13-427	"Beansprouts, mung, stir-fried in blended oil"
13-099	"Mung beans, dahl, dried, boiled in unsalted water"
13-089	"Lentils, green and brown, whole, dried, raw"
13-434	"Lentils, red, split, dried, boiled in unsalted water"
13-433	Hummus
13-432	"Green beans/French beans, frozen, boiled in unsalted water"
13-431	"Green beans/French beans, raw"
13-430	"Chick peas, whole, dried, boiled in unsalted water"
13-119	"Tofu, soya bean, steamed"
13-428	"Broad beans, frozen, boiled in unsalted water"
13-113	"Runner beans, boiled in salted water"
13-426	"Beansprouts, mung, raw"
13-120	"Tofu, soya bean, steamed, fried"
13-435	"Red kidney beans, canned, re-heated, drained"
13-118	Tempeh
13-117	"Sword beans, raw"
13-116	"Soya beans, dried, boiled in unsalted water"
13-115	"Soya beans, dried, raw"
13-114	"Runner beans, boiled in unsalted water"
13-429	"Butter beans, canned, re-heated, drained"
13-048	"Baked beans, canned in tomato sauce, with pork sausages"
13-062	"Blackeye beans, dried, raw"
13-061	"Black gram, duhli urad dahl, dried, boiled in unsalted water"
13-060	"Black gram, duhli urad dahl, dried, raw"
13-058	"Black gram, chilki urad dahl, dried, raw"
13-056	"Black gram, urad gram, dried, raw"
13-055	"Beansprouts, mung, canned, drained"
13-053	"Beansprouts, mung, boiled in salted water"
13-051	"Barbecue beans, canned in sauce"
13-063	"Blackeye beans, dried, boiled in unsalted water"
13-049	"Balor beans, raw"
13-059	"Black gram, chilki urad dahl, dried, boiled in unsalted water"
13-047	"Baked beans, canned in tomato sauce, with burgers"
13-046	"Baked beans, canned in tomato sauce, reduced sugar, reduced salt"
13-045	"Baked beans, canned in tomato sauce, reduced sugar"
13-044	"Baked beans, canned in tomato sauce, re-heated"
13-043	"Baked beans, canned in tomato sauce"
13-042	"Aduki beans, dried, boiled in unsalted water"
13-087	"Haricot beans, dried, boiled in unsalted water"
13-101	"Papri beans, canned, drained"
13-050	"Balor beans, canned, drained"
13-077	"Chick peas, split, dried, boiled in unsalted water"
13-086	"Haricot beans, dried, raw"
13-085	"Green beans/French beans, canned, re-heated, drained"
13-083	"Green beans/French beans, boiled in unsalted water"
13-082	"Green beans/French beans, boiled in salted water"
13-080	"Cluster beans, raw"
13-057	"Black gram, urad gram, dried, boiled in unsalted water"
13-078	"Chick peas, canned, re-heated, drained"
13-064	"Broad beans, raw"
13-041	"Aduki beans, dried, raw"
13-076	"Chick peas, split, dried, raw"
13-074	"Chick peas, whole, dried, raw"
13-073	Chick pea flour
13-071	"Butter beans, dried, boiled in unsalted water"
13-070	"Butter beans, dried, raw"
13-065	"Broad beans, boiled in salted water"
13-069	"Broad beans, canned, re-heated, drained"
13-067	"Broad beans, dried, raw"
13-066	"Broad beans, boiled in unsalted water"
13-079	"Chilli beans, canned, re-heated"
13-422	"Chips, retail, fried in vegetable oil"
13-030	"Oven chips, thick cut, frozen, baked"
13-406	"Chips, homemade, fried in dripping"
13-407	"Chips, homemade, fried in blended oil"
13-408	"Chips, homemade, fried in sunflower oil"
13-409	"Chips, retail, fried in dripping"
13-411	"Chips, retail, fried in sunflower oil"
13-423	"Chips, French fries, retail"
13-025	"Chips, straight cut, frozen, fried in corn oil"
13-029	"Chips, oven, frozen, baked"
13-410	"Chips, retail, fried in corn oil"
13-026	"Chips, fine cut, frozen, fried in corn oil"
13-024	"Chips, crinkle cut, frozen, fried in corn oil"
13-021	"Chips, homemade, fried in corn oil"
50-686	"Chips, fine cut, frozen, fried in dripping"
50-684	"Chips, fine cut, frozen, fried in blended oil"
50-683	"Chips, straight cut, frozen, fried in dripping"
50-681	"Chips, straight cut, frozen, fried in blended oil"
50-677	"Chips, retail, fried in blended oil"
13-027	"Chips, thick cut, frozen, fried in corn oil"
13-028	"Chips, microwave, cooked"
13-003	"New potatoes, boiled in unsalted water"
13-475	"New potatoes, in skins, boiled in salted water"
13-420	"New potatoes, in skins, boiled in unsalted water"
13-008	"New potatoes, chipped, fried in corn oil"
13-006	"New potatoes, frozen, `roast' in corn oil"
13-002	"New potatoes, boiled in salted water"
13-001	"New potatoes, average, raw"
13-007	"New potatoes, canned, re-heated, drained"
13-020	"Old potatoes, Pentland Crown, raw"
13-011	"Old potatoes, baked, flesh only"
13-480	"Old potatoes, mashed with margarine"
13-476	"Old potatoes, boiled in salted water"
13-421	"Old potatoes, boiled in unsalted water"
13-405	"Old potatoes, mashed with polyunsatd. margarine"
13-404	"Old potatoes, mashed with soft margarine"
13-481	"Old potatoes, mashed with butter"
13-403	"Old potatoes, mashed with hard margarine"
13-018	"Old potatoes, King Edward, raw"
13-017	"Old potatoes, Desiree, raw"
13-012	"Old potatoes, baked, flesh only, weighed with skin"
13-010	"Old potatoes, baked, flesh and skin"
13-009	"Old potatoes, average, raw"
50-673	"Old potatoes, roast in lard"
50-671	"Old potatoes, roast in blended oil"
13-019	"Old potatoes, Maris Piper, raw"
13-016	"Old potatoes, roast in corn oil"
13-465	"Peas, frozen, boiled in salted water"
13-142	"Split peas, dried, boiled in unsalted water"
13-143	"Sugar-snap peas, raw"
13-144	"Sugar-snap peas, boiled in salted water"
13-436	"Mange-tout peas, boiled in salted water"
13-437	"Mushy peas, canned, re-heated"
13-478	"Peas, boiled in salted water"
13-439	"Peas, boiled in unsalted water"
13-441	"Peas, canned, re-heated, drained"
13-141	"Split peas, dried, raw"
13-438	"Peas, raw"
13-124	"Mange-tout peas, stir-fried in blended oil"
13-140	"Processed peas, canned, re-heated, drained"
13-122	"Mange-tout peas, raw"
13-125	"Marrowfat peas, canned, re-heated, drained"
13-130	"Peas, dried, raw"
13-131	"Peas, dried, boiled in unsalted water"
13-132	"Peas, frozen, raw"
13-136	"Pease pudding, canned, re-heated, drained"
13-137	"Petit pois, frozen, boiled in salted water"
13-138	"Petit pois, frozen, boiled in unsalted water"
13-139	"Petit pois, canned, drained"
13-440	"Peas, frozen, boiled in unsalted water"
13-424	"Potato fritters, battered, cooked"
13-031	"Instant potato powder, raw"
13-032	"Instant potato powder, made up with water"
13-033	"Instant potato powder, made up with whole milk"
13-034	"Instant potato powder, made up with semi-skimmed milk"
13-035	"Instant potato powder, made up with skimmed milk"
13-038	"Potato croquettes, fried in blended oil"
13-039	Potato flour
13-425	"Potato waffles, frozen, cooked"
15-556	"Peppers, stuffed with vegetables, cheese topping"
15-546	"Pakora/bhajia, cauliflower, fried in vegetable oil"
15-547	"Pakora/bhajia, onion, fried in vegetable oil"
15-548	"Pakora/bhajia, potato, fried in vegetable oil"
15-549	"Pakora/bhajia, potato and cauliflower, fried in vegetable oil"
15-550	"Pakora/bhajia, potato, carrot and pea, fried in vegetable oil"
15-551	"Pakora/bhajia, spinach, fried in vegetable oil"
15-552	"Pancakes, stuffed with vegetables, wholemeal"
15-553	Pastichio
15-520	"Flan, lentil and tomato, wholemeal"
15-555	"Peppers, stuffed with rice"
15-542	"Moussaka, vegetable"
15-557	Pesto sauce
15-558	"Pie, Quorn and vegetable"
15-559	"Pie, spinach"
15-560	"Pie, vegetable, wholemeal"
15-561	"Pilaf, rice with spinach"
15-562	"Pilau, egg and potato"
15-563	"Pilau, egg and potato, brown rice"
15-564	"Pilau, mushroom"
15-565	"Pilau, vegetable"
15-554	"Pasty, vegetable, wholemeal"
15-532	"Leeks in cheese sauce, made with whole milk"
15-521	"Flan, spinach"
15-522	"Flan, spinach, wholemeal"
15-523	"Flan, vegetable, wholemeal"
15-524	"Fu-fu, sweet potato"
15-525	"Fu-fu, yam"
15-526	Khadhi
15-527	Khatiyu
15-528	"Khichadi, with butter ghee"
15-529	"Khichadi, with vegetable oil"
15-545	"Pakora/bhajia, aubergine, fried in vegetable oil"
15-531	"Lasagne, vegetable"
15-544	"Okra with tomatoes and onion, West Indian"
15-533	"Leeks in cheese sauce, made with semi-skimmed milk"
15-534	"Leeks in cheese sauce, made with skimmed milk"
15-535	"Lentil cutlets, fried in vegetable oil"
15-536	Lentil pie
15-537	Lentil and cheese pie
15-538	Lentil and potato pie
15-539	Lentil and rice roast
15-540	"Lentil and rice roast, with egg"
15-570	"Potatoes, duchesse"
15-530	"Lasagne, spinach"
15-604	Tabouleh
15-568	"Potato cakes, fried in lard"
15-594	"Salad, tomato and onion"
15-595	"Salad, vegetable, canned"
15-596	"Salad, Waldorf"
15-597	"Sauce, curry, onion, with butter"
15-598	"Sauce, curry, onion, with vegetable oil"
15-599	"Sauce, curry, sweet"
15-600	"Sauce, curry, tomato and onion"
15-601	"Sauce, tomato and mushroom"
15-592	"Salad, potato, with mayonnaise"
15-603	Sweet potato and onion layer
15-591	"Salad, potato, with French dressing"
15-605	"Tempeh burgers, fried in vegetable oil"
15-606	"Tofu burger, baked"
15-607	Tofu spread
15-611	"Vine leaves, stuffed with rice"
15-612	"Curry, vegetable, in sweet sauce"
15-613	"Curry, egg, in sweet sauce"
15-616	"Pilaf, rice with tomato"
15-610	"Tomatoes, stuffed with vegetables"
15-427	"Cabbage, red, cooked with apple"
15-602	"Shepherd's pie, vegetable"
15-581	"Rice and split peas, brown rice"
15-541	Mchicha
